ID,brand,name,category,description,ingredients,price_rsd,shade
12490,MakeUpArt,NudeBloom Lip Gloss,cc cream,"Intense color payoff with easy blendability. Soft, creamy formula suitable for all skin types.","iron oxides, cetearyl alcohol, hyaluronic acid, cetyl alcohol, titanium dioxide",2556,
12491,Cosmetica,Velvet Touch Lipstick,cc cream,Infused with nourishing ingredients for radiant look. Long-lasting formula with smooth application.,"dimethicone, water, panthenol, vitamin e, tocopherol",5689,
12492,BeautyPro,Radiant Glow Blush,cc cream,High coverage and lightweight feel. Long-lasting formula with smooth application.,"hyaluronic acid, aloe vera extract, dimethicone, glycerin, mica",5159,
12493,LuxeSkin,PureMatte Foundation,cc cream,Moisturizing texture with natural finish. Buildable coverage and comfortable wear all day.,"water, dimethicone, glycerin, panthenol, cetearyl alcohol",3773,
12494,Glamora,SilkySmooth Mascara,cc cream,Long-lasting formula with smooth application. High coverage and lightweight feel.,"mica, silica, cetyl alcohol, glycerin, titanium dioxide",2446,
12495,ColorMuse,SoftBlend Eyeshadow,cc cream,"Infused with nourishing ingredients for radiant look. Soft, creamy formula suitable for all skin types.","silica, cetyl alcohol, dimethicone, glycerin, cetearyl alcohol",7652,
12496,SkinTone,HydraWear Concealer,cc cream,"Soft, creamy formula suitable for all skin types. Matte effect that lasts all day.","cetearyl alcohol, iron oxides, silica, cetyl alcohol, titanium dioxide",1001,
12497,FaceCraft,ShineLess Powder,cc cream,Infused with nourishing ingredients for radiant look. Moisturizing texture with natural finish.,"silica, iron oxides, glycerin, mica, shea butter",3342,
12498,AuraBeauty,CloudTint Cream Blush,cc cream,"Moisturizing texture with natural finish. Soft, creamy formula suitable for all skin types.","cetearyl alcohol, panthenol, vitamin e, niacinamide, aloe vera extract",3361,
12499,ProLuxe,LashLift Mascara,cc cream,Buildable coverage and comfortable wear all day. Long-lasting formula with smooth application.,"cetyl alcohol, hyaluronic acid, titanium dioxide, panthenol, cetearyl alcohol",4212,
12500,MakeUpArt,NudeBloom Lip Gloss,cc cream,Buildable coverage and comfortable wear all day. Long-lasting formula with smooth application.,"cetearyl alcohol, aloe vera extract, cetyl alcohol, hyaluronic acid, water",7424,
12501,Cosmetica,Velvet Touch Lipstick,cc cream,Infused with nourishing ingredients for radiant look. High coverage and lightweight feel.,"panthenol, niacinamide, vitamin e, glycerin, silica",1463,
12502,BeautyPro,Radiant Glow Blush,cc cream,Long-lasting formula with smooth application. Intense color payoff with easy blendability.,"dimethicone, glycerin, titanium dioxide, mica, iron oxides",7211,
12503,LuxeSkin,PureMatte Foundation,cc cream,Matte effect that lasts all day. Buildable coverage and comfortable wear all day.,"aloe vera extract, cetearyl alcohol, iron oxides, water, glycerin",4530,
12504,Glamora,SilkySmooth Mascara,cc cream,Long-lasting formula with smooth application. High coverage and lightweight feel.,"hyaluronic acid, dimethicone, vitamin e, tocopherol, shea butter",2339,
12505,ColorMuse,SoftBlend Eyeshadow,cc cream,Infused with nourishing ingredients for radiant look. Moisturizing texture with natural finish.,"silica, aloe vera extract, niacinamide, cetyl alcohol, titanium dioxide",4768,
12506,SkinTone,HydraWear Concealer,cc cream,Moisturizing texture with natural finish. Intense color payoff with easy blendability.,"cetyl alcohol, titanium dioxide, glycerin, dimethicone, water",5896,
12507,FaceCraft,ShineLess Powder,cc cream,Intense color payoff with easy blendability. High coverage and lightweight feel.,"panthenol, mica, water, cetyl alcohol, hyaluronic acid",5358,
12508,AuraBeauty,CloudTint Cream Blush,cc cream,Buildable coverage and comfortable wear all day. Intense color payoff with easy blendability.,"hyaluronic acid, tocopherol, cetyl alcohol, panthenol, vitamin e",6866,
12509,ProLuxe,LashLift Mascara,cc cream,"Soft, creamy formula suitable for all skin types. Long-lasting formula with smooth application.","iron oxides, cetearyl alcohol, water, shea butter, titanium dioxide",6416,
12510,MakeUpArt,NudeBloom Lip Gloss,cc cream,High coverage and lightweight feel. Infused with nourishing ingredients for radiant look.,"hyaluronic acid, glycerin, iron oxides, aloe vera extract, panthenol",2276,
12511,Cosmetica,Velvet Touch Lipstick,cc cream,"Infused with nourishing ingredients for radiant look. Soft, creamy formula suitable for all skin types.","niacinamide, vitamin e, mica, dimethicone, shea butter",8890,
12512,BeautyPro,Radiant Glow Blush,cc cream,High coverage and lightweight feel. Moisturizing texture with natural finish.,"niacinamide, dimethicone, silica, glycerin, tocopherol",4213,
12513,LuxeSkin,PureMatte Foundation,cc cream,Moisturizing texture with natural finish. High coverage and lightweight feel.,"titanium dioxide, cetearyl alcohol, silica, tocopherol, glycerin",5051,
12514,Glamora,SilkySmooth Mascara,cc cream,Moisturizing texture with natural finish. Matte effect that lasts all day.,"dimethicone, shea butter, panthenol, vitamin e, cetearyl alcohol",7993,
12515,ColorMuse,SoftBlend Eyeshadow,cc cream,"Soft, creamy formula suitable for all skin types. Intense color payoff with easy blendability.","water, niacinamide, shea butter, vitamin e, cetyl alcohol",4007,
12516,SkinTone,HydraWear Concealer,cc cream,Buildable coverage and comfortable wear all day. Infused with nourishing ingredients for radiant look.,"iron oxides, tocopherol, cetyl alcohol, panthenol, water",1227,
12517,FaceCraft,ShineLess Powder,cc cream,"Moisturizing texture with natural finish. Soft, creamy formula suitable for all skin types.","niacinamide, shea butter, cetyl alcohol, dimethicone, iron oxides",4255,
12518,AuraBeauty,CloudTint Cream Blush,cc cream,Intense color payoff with easy blendability. High coverage and lightweight feel.,"iron oxides, panthenol, mica, cetearyl alcohol, silica",411,
12519,ProLuxe,LashLift Mascara,cc cream,"Moisturizing texture with natural finish. Soft, creamy formula suitable for all skin types.","panthenol, iron oxides, glycerin, tocopherol, aloe vera extract",3778,
12520,MakeUpArt,NudeBloom Lip Gloss,cc cream,Intense color payoff with easy blendability. High coverage and lightweight feel.,"vitamin e, iron oxides, titanium dioxide, shea butter, hyaluronic acid",6924,
12521,Cosmetica,Velvet Touch Lipstick,cc cream,High coverage and lightweight feel. Intense color payoff with easy blendability.,"glycerin, titanium dioxide, shea butter, aloe vera extract, tocopherol",8024,
12522,BeautyPro,Radiant Glow Blush,cc cream,Buildable coverage and comfortable wear all day. Infused with nourishing ingredients for radiant look.,"vitamin e, silica, niacinamide, mica, panthenol",5205,
12523,LuxeSkin,PureMatte Foundation,cc cream,Moisturizing texture with natural finish. Long-lasting formula with smooth application.,"cetyl alcohol, tocopherol, cetearyl alcohol, niacinamide, iron oxides",8009,
12524,Glamora,SilkySmooth Mascara,cc cream,High coverage and lightweight feel. Matte effect that lasts all day.,"iron oxides, cetyl alcohol, shea butter, aloe vera extract, water",4644,
12525,ColorMuse,SoftBlend Eyeshadow,cc cream,"Soft, creamy formula suitable for all skin types. Buildable coverage and comfortable wear all day.","shea butter, cetearyl alcohol, titanium dioxide, mica, aloe vera extract",3444,
12526,SkinTone,HydraWear Concealer,cc cream,Moisturizing texture with natural finish. Matte effect that lasts all day.,"panthenol, mica, water, shea butter, niacinamide",8836,
12527,FaceCraft,ShineLess Powder,cc cream,Buildable coverage and comfortable wear all day. Intense color payoff with easy blendability.,"dimethicone, glycerin, silica, mica, hyaluronic acid",5262,
12528,AuraBeauty,CloudTint Cream Blush,cc cream,High coverage and lightweight feel. Intense color payoff with easy blendability.,"panthenol, vitamin e, shea butter, cetyl alcohol, silica",1068,
12529,ProLuxe,LashLift Mascara,cc cream,High coverage and lightweight feel. Buildable coverage and comfortable wear all day.,"aloe vera extract, iron oxides, hyaluronic acid, titanium dioxide, cetearyl alcohol",7011,
12530,MakeUpArt,NudeBloom Lip Gloss,cc cream,"Infused with nourishing ingredients for radiant look. Soft, creamy formula suitable for all skin types.","mica, shea butter, panthenol, silica, hyaluronic acid",4304,
12531,Cosmetica,Velvet Touch Lipstick,cc cream,Buildable coverage and comfortable wear all day. High coverage and lightweight feel.,"water, hyaluronic acid, silica, dimethicone, aloe vera extract",7966,
12532,BeautyPro,Radiant Glow Blush,cc cream,Intense color payoff with easy blendability. Infused with nourishing ingredients for radiant look.,"tocopherol, iron oxides, shea butter, hyaluronic acid, aloe vera extract",4755,
12533,LuxeSkin,PureMatte Foundation,cc cream,"Intense color payoff with easy blendability. Soft, creamy formula suitable for all skin types.","cetyl alcohol, niacinamide, water, mica, titanium dioxide",6646,
12534,Glamora,SilkySmooth Mascara,cc cream,High coverage and lightweight feel. Matte effect that lasts all day.,"water, vitamin e, hyaluronic acid, niacinamide, aloe vera extract",3660,
12535,ColorMuse,SoftBlend Eyeshadow,cc cream,Buildable coverage and comfortable wear all day. Matte effect that lasts all day.,"dimethicone, water, vitamin e, silica, aloe vera extract",2316,
12536,SkinTone,HydraWear Concealer,cc cream,Infused with nourishing ingredients for radiant look. Matte effect that lasts all day.,"iron oxides, shea butter, hyaluronic acid, aloe vera extract, panthenol",861,
12537,FaceCraft,ShineLess Powder,cc cream,Moisturizing texture with natural finish. High coverage and lightweight feel.,"cetyl alcohol, niacinamide, mica, water, titanium dioxide",4752,
12538,AuraBeauty,CloudTint Cream Blush,cc cream,Infused with nourishing ingredients for radiant look. Moisturizing texture with natural finish.,"aloe vera extract, silica, dimethicone, niacinamide, hyaluronic acid",6329,
12539,ProLuxe,LashLift Mascara,cc cream,Intense color payoff with easy blendability. High coverage and lightweight feel.,"cetearyl alcohol, shea butter, dimethicone, titanium dioxide, niacinamide",4160,
12540,MakeUpArt,NudeBloom Lip Gloss,cc cream,"Soft, creamy formula suitable for all skin types. Moisturizing texture with natural finish.","dimethicone, hyaluronic acid, mica, iron oxides, shea butter",2796,
12541,Cosmetica,Velvet Touch Lipstick,cc cream,Buildable coverage and comfortable wear all day. Moisturizing texture with natural finish.,"iron oxides, glycerin, water, mica, panthenol",1706,
12542,BeautyPro,Radiant Glow Blush,cc cream,Infused with nourishing ingredients for radiant look. Long-lasting formula with smooth application.,"cetyl alcohol, mica, panthenol, aloe vera extract, hyaluronic acid",3632,
12543,LuxeSkin,PureMatte Foundation,cc cream,Moisturizing texture with natural finish. High coverage and lightweight feel.,"glycerin, water, panthenol, cetyl alcohol, hyaluronic acid",6123,
12544,Glamora,SilkySmooth Mascara,cc cream,Buildable coverage and comfortable wear all day. High coverage and lightweight feel.,"aloe vera extract, iron oxides, cetyl alcohol, glycerin, vitamin e",2055,
12545,ColorMuse,SoftBlend Eyeshadow,cc cream,Moisturizing texture with natural finish. Intense color payoff with easy blendability.,"vitamin e, panthenol, titanium dioxide, glycerin, cetyl alcohol",7739,
12546,SkinTone,HydraWear Concealer,cc cream,Intense color payoff with easy blendability. Moisturizing texture with natural finish.,"panthenol, niacinamide, cetyl alcohol, aloe vera extract, hyaluronic acid",999,
12547,FaceCraft,ShineLess Powder,cc cream,"Buildable coverage and comfortable wear all day. Soft, creamy formula suitable for all skin types.","cetearyl alcohol, glycerin, panthenol, cetyl alcohol, iron oxides",3411,
12548,AuraBeauty,CloudTint Cream Blush,cc cream,Matte effect that lasts all day. Moisturizing texture with natural finish.,"panthenol, hyaluronic acid, silica, mica, iron oxides",5093,
12549,ProLuxe,LashLift Mascara,cc cream,Moisturizing texture with natural finish. Infused with nourishing ingredients for radiant look.,"cetyl alcohol, mica, titanium dioxide, shea butter, dimethicone",983,
12550,MakeUpArt,NudeBloom Lip Gloss,cc cream,Matte effect that lasts all day. Infused with nourishing ingredients for radiant look.,"panthenol, niacinamide, water, cetearyl alcohol, hyaluronic acid",4185,
12551,Cosmetica,Velvet Touch Lipstick,cc cream,"High coverage and lightweight feel. Soft, creamy formula suitable for all skin types.","glycerin, silica, hyaluronic acid, dimethicone, mica",3420,
12552,BeautyPro,Radiant Glow Blush,cc cream,Long-lasting formula with smooth application. Moisturizing texture with natural finish.,"panthenol, shea butter, hyaluronic acid, cetyl alcohol, mica",8778,
12553,LuxeSkin,PureMatte Foundation,cc cream,"Moisturizing texture with natural finish. Soft, creamy formula suitable for all skin types.","water, mica, shea butter, dimethicone, iron oxides",8162,
12554,Glamora,SilkySmooth Mascara,cc cream,Matte effect that lasts all day. High coverage and lightweight feel.,"silica, tocopherol, hyaluronic acid, shea butter, panthenol",2402,
12555,ColorMuse,SoftBlend Eyeshadow,cc cream,High coverage and lightweight feel. Moisturizing texture with natural finish.,"titanium dioxide, aloe vera extract, mica, panthenol, tocopherol",5157,
12556,SkinTone,HydraWear Concealer,cc cream,Moisturizing texture with natural finish. High coverage and lightweight feel.,"dimethicone, niacinamide, mica, hyaluronic acid, cetearyl alcohol",6486,
12557,FaceCraft,ShineLess Powder,cc cream,"Soft, creamy formula suitable for all skin types. Infused with nourishing ingredients for radiant look.","panthenol, aloe vera extract, cetearyl alcohol, silica, water",3936,
12558,AuraBeauty,CloudTint Cream Blush,cc cream,Buildable coverage and comfortable wear all day. Matte effect that lasts all day.,"mica, tocopherol, iron oxides, cetyl alcohol, cetearyl alcohol",1428,
12559,ProLuxe,LashLift Mascara,cc cream,Infused with nourishing ingredients for radiant look. Long-lasting formula with smooth application.,"water, titanium dioxide, tocopherol, iron oxides, glycerin",3988,
