ID,brand,name,category,description,ingredients,price_rsd,shade
1442,Charlotte Tilbury,Silk Brow Product,brow product,Silk Brow Product by Charlotte Tilbury — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"talc, hyaluronic acid, silica, aloe barbadensis leaf juice, ethylhexylglycerin, kaolin, butyrospermum parkii (shea) butter, camellia sinensis leaf extract, dimethicone, mica",40891,Shell
1443,Chanel,Velvety Brow Product,brow product,Velvety Brow Product by Chanel — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"squalane, octyldodecanol, silica, caprylic/capric triglyceride, titanium dioxide, camellia sinensis leaf extract",7266,Beige
1444,Laura Mercier,Sheer Brow Product - Collection,brow product,Sheer Brow Product - Collection by Laura Mercier — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"ethylhexylglycerin, aloe barbadensis leaf juice, titanium dioxide, camellia sinensis leaf extract, dimethicone, mica, talc, cetearyl alcohol, kaempferia extract",10743,Caramel
1445,La Mer,Glow Brow Product - Exclusive,brow product,Glow Brow Product - Exclusive by La Mer — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"iron oxides, butyrospermum parkii (shea) butter, hyaluronic acid, octyldodecanol, cyclopentasiloxane, phenoxyethanol, aloe barbadensis leaf juice",17535,Warm Sand
1446,Pat McGrath,Longwear Brow Product,brow product,Longwear Brow Product by Pat McGrath — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"titanium dioxide, mica, cetearyl alcohol, squalane, aloe barbadensis leaf juice, kaolin, iron oxides, fragrance (parfum), cyclopentasiloxane",42827,Fuchsia
1447,Sisley Paris,Creamy Brow Product - Edition,brow product,Creamy Brow Product - Edition by Sisley Paris — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaolin, silica, cyclopentasiloxane, mica, titanium dioxide, ethylhexylglycerin, hyaluronic acid, glycerin",11011,Toffee
1448,Lancôme,Velvet Brow Product - No. 78,brow product,Velvet Brow Product - No. 78 by Lancôme — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"mica, cyclopentasiloxane, titanium dioxide, aloe barbadensis leaf juice, caprylic/capric triglyceride, fragrance (parfum)",5323,Topaz
1449,Sisley,Intense Brow Product - No. 77,brow product,Intense Brow Product - No. 77 by Sisley — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaolin, fragrance (parfum), squalane, dimethicone, aloe barbadensis leaf juice, hyaluronic acid",18213,Peony
1450,Guerlain,Luminous Brow Product - No. 23,brow product,Luminous Brow Product - No. 23 by Guerlain — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"hyaluronic acid, aloe barbadensis leaf juice, talc, mica, cyclopentasiloxane",29575,Deep Cocoa
1451,Laura Mercier,Satin Brow Product,brow product,Satin Brow Product by Laura Mercier — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"phenoxyethanol, fragrance (parfum), caprylic/capric triglyceride, kaolin, cetearyl alcohol, octyldodecanol, cyclopentasiloxane, mica, aloe barbadensis leaf juice, hyaluronic acid",13463,Brick
1452,Dior,Supreme Brow Product - Collection,brow product,Supreme Brow Product - Collection by Dior — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"cyclopentasiloxane, silica, hyaluronic acid, titanium dioxide",5121,Fuchsia
1453,Pat McGrath,Glow Brow Product,brow product,Glow Brow Product by Pat McGrath — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"cyclopentasiloxane, iron oxides, titanium dioxide, mica, octyldodecanol, camellia sinensis leaf extract, aloe barbadensis leaf juice",13739,Beige
1454,Guerlain,Luxury Brow Product,brow product,Luxury Brow Product by Guerlain — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"camellia sinensis leaf extract, caprylic/capric triglyceride, fragrance (parfum), cetearyl alcohol, dimethicone, butyrospermum parkii (shea) butter, titanium dioxide",13739,Crimson
1455,Sisley,Matte Brow Product - No. 53,brow product,Matte Brow Product - No. 53 by Sisley — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaempferia extract, talc, glycerin, camellia sinensis leaf extract, octyldodecanol, cetearyl alcohol, silica, fragrance (parfum), titanium dioxide",26492,Bronze
1456,Chanel,Sheer Brow Product,brow product,Sheer Brow Product by Chanel — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"silica, octyldodecanol, ethylhexylglycerin, caprylic/capric triglyceride, kaolin, camellia sinensis leaf extract, phenoxyethanol",38239,Topaz
1457,Yves Saint Laurent,Sheer Brow Product - Exclusive,brow product,Sheer Brow Product - Exclusive by Yves Saint Laurent — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"dimethicone, cetearyl alcohol, fragrance (parfum), kaolin, kaempferia extract, mica, hyaluronic acid, butyrospermum parkii (shea) butter, cyclopentasiloxane",28821,Porcelain
1458,Laura Mercier,Intense Brow Product - Edition,brow product,Intense Brow Product - Edition by Laura Mercier — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"hyaluronic acid, kaempferia extract, talc, aloe barbadensis leaf juice, mica, squalane, cyclopentasiloxane",45910,Rose
1459,Shiseido,Radiant Brow Product - Exclusive,brow product,Radiant Brow Product - Exclusive by Shiseido — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"caprylic/capric triglyceride, ethylhexylglycerin, hyaluronic acid, phenoxyethanol, fragrance (parfum), octyldodecanol",9285,Sand
1460,By Terry,Luxury Brow Product,brow product,Luxury Brow Product by By Terry — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"silica, fragrance (parfum), talc, iron oxides, mica, dimethicone, kaolin, cyclopentasiloxane",4012,Porcelain
1461,By Terry,Matte Brow Product - Exclusive,brow product,Matte Brow Product - Exclusive by By Terry — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"fragrance (parfum), cyclopentasiloxane, glycerin, ethylhexylglycerin, squalane, dimethicone, octyldodecanol, mica",14751,Champagne
1462,Pat McGrath,Pure Brow Product,brow product,Pure Brow Product by Pat McGrath — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaempferia extract, titanium dioxide, cyclopentasiloxane, squalane, iron oxides, aloe barbadensis leaf juice, ethylhexylglycerin, dimethicone",18057,Peach
1463,By Terry,Luminous Brow Product,brow product,Luminous Brow Product by By Terry — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"phenoxyethanol, fragrance (parfum), kaempferia extract, butyrospermum parkii (shea) butter, iron oxides, silica, glycerin, dimethicone",4210,Toffee
1464,Chanel,Pure Brow Product - Signature,brow product,Pure Brow Product - Signature by Chanel — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"camellia sinensis leaf extract, dimethicone, cetearyl alcohol, titanium dioxide, octyldodecanol, ethylhexylglycerin, caprylic/capric triglyceride, hyaluronic acid",39910,Mocha
1465,Valentino Beauty,Glow Brow Product,brow product,Glow Brow Product by Valentino Beauty — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"caprylic/capric triglyceride, butyrospermum parkii (shea) butter, kaempferia extract, aloe barbadensis leaf juice, ethylhexylglycerin",49343,Bronze
1466,Valentino Beauty,Sheer Brow Product,brow product,Sheer Brow Product by Valentino Beauty — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"talc, dimethicone, ethylhexylglycerin, butyrospermum parkii (shea) butter, cyclopentasiloxane",9969,Topaz
1467,Armani,Matte Brow Product,brow product,Matte Brow Product by Armani — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"glycerin, mica, caprylic/capric triglyceride, aloe barbadensis leaf juice, kaempferia extract, iron oxides",13915,Bronze
1468,Estée Lauder,Satin Brow Product - No. 40,brow product,Satin Brow Product - No. 40 by Estée Lauder — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"octyldodecanol, iron oxides, dimethicone, hyaluronic acid, mica, fragrance (parfum), kaolin, camellia sinensis leaf extract, titanium dioxide",19901,Bronze
1469,Armani,Satin Brow Product - Collection,brow product,Satin Brow Product - Collection by Armani — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"cetearyl alcohol, talc, hyaluronic acid, silica, glycerin, iron oxides, mica",12567,Beige
1470,Hourglass,Creamy Brow Product,brow product,Creamy Brow Product by Hourglass — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaempferia extract, aloe barbadensis leaf juice, octyldodecanol, caprylic/capric triglyceride, camellia sinensis leaf extract, ethylhexylglycerin, cyclopentasiloxane, iron oxides, silica",6573,Coral
1471,Laura Mercier,Silk Brow Product,brow product,Silk Brow Product by Laura Mercier — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"phenoxyethanol, caprylic/capric triglyceride, cetearyl alcohol, iron oxides, mica",32047,Espresso
1472,Hourglass,Glow Brow Product,brow product,Glow Brow Product by Hourglass — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaolin, fragrance (parfum), silica, camellia sinensis leaf extract, butyrospermum parkii (shea) butter, talc, aloe barbadensis leaf juice, phenoxyethanol",6141,Deep Cocoa
1473,Yves Saint Laurent,Luminous Brow Product - Edition,brow product,Luminous Brow Product - Edition by Yves Saint Laurent — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"silica, butyrospermum parkii (shea) butter, camellia sinensis leaf extract, octyldodecanol, squalane",57406,Buff
1474,Sisley Paris,Satin Brow Product,brow product,Satin Brow Product by Sisley Paris — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"mica, dimethicone, squalane, kaempferia extract, hyaluronic acid, glycerin, kaolin, caprylic/capric triglyceride, talc",11177,Rose
1475,Dior,Satin Brow Product,brow product,Satin Brow Product by Dior — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"caprylic/capric triglyceride, octyldodecanol, kaolin, kaempferia extract",14530,Ivory
1476,Yves Saint Laurent,Creamy Brow Product,brow product,Creamy Brow Product by Yves Saint Laurent — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"phenoxyethanol, titanium dioxide, cyclopentasiloxane, silica, caprylic/capric triglyceride, cetearyl alcohol, aloe barbadensis leaf juice, kaolin, fragrance (parfum), squalane",12930,Almond
1477,Estée Lauder,Pure Brow Product,brow product,Pure Brow Product by Estée Lauder — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"cetearyl alcohol, glycerin, kaolin, dimethicone, titanium dioxide, phenoxyethanol",6884,Espresso
1478,Hermès Beauty,Sheer Brow Product - Exclusive,brow product,Sheer Brow Product - Exclusive by Hermès Beauty — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"squalane, dimethicone, titanium dioxide, iron oxides, camellia sinensis leaf extract, talc, aloe barbadensis leaf juice, cyclopentasiloxane, cetearyl alcohol, octyldodecanol",56110,Almond
1479,Dolce & Gabbana,Luminous Brow Product,brow product,Luminous Brow Product by Dolce & Gabbana — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"ethylhexylglycerin, phenoxyethanol, dimethicone, kaempferia extract",21782,Toffee
1480,Dior,Creamy Brow Product - Alternative 225,brow product,Creamy Brow Product by Dior — premium brow product formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"silica, glycerin, octyldodecanol, titanium dioxide",54688,Champagne
